name,Ontology,carbons,Unsaturations,VIP,ttest_p,utest_p,FC,fdr_adjust_ttest_p,bonferroni_adjust_utest_p,log2FoldChange,pvalue,logP
Cer 52:7;O3|Cer 18:1;O2/34:6;O,Cer,52,7,1.258983235,0.049031043,0.054079254,1.494367102,0.122347099,1,0.5795346,0.049031043,1.30952887
TG 46:1|TG 14:0_16:0_16:1,TG,46,1,1.409158002,0.001163851,0.0003108,2.622981136,0.015636091,0.384149184,1.391207432,0.001163851,2.934102462
PG 38:5|PG 16:0_22:5,PG,38,5,0.452890243,0.703732798,0.612587413,1.058785428,0.795076544,1,0.082410244,0.703732798,0.152592208
PG 38:5|PG 18:1_20:4,PG,38,5,0.971977995,0.041383745,0.093861694,1.546128629,0.110217788,1,0.628660348,0.041383745,1.383170213
PE 39:4;O|PE 22:3_17:1;O,PE,39,4,0.558750189,0.356317999,0.151981352,0.898938139,0.479875199,1,-0.153706256,0.356317999,0.44816224
PE 40:3|PE 18:0_22:3,PE,40,3,0.678072724,0.251762148,0.463403263,1.140058166,0.374012037,1,0.189107433,0.251762148,0.599009565
PC O-38:4,PC,38,4,0.221529069,0.435145709,0.612587413,0.895605092,0.555619934,1,-0.159065365,0.435145709,0.361365295
TG 46:0|TG 14:0_15:0_17:0,TG,46,0,0.205169593,0.711394878,0.955089355,0.856563012,0.799158778,1,-0.223368714,0.711394878,0.147889266
PG 38:4|PG 18:0_20:4,PG,38,4,0.833756642,0.213355393,0.231857032,1.120935452,0.327736372,1,0.164703204,0.213355393,0.670896374
SM 41:3;O2|SM 25:3;O2/16:0,SM,41,3,1.191862712,0.054392294,0.028904429,1.306541327,0.129535405,1,0.385752759,0.054392294,1.264462624
PE 38:4;O2|PE 22:4_16:0;O2,PE,38,4,0.188564516,0.784025708,0.866511267,0.95613479,0.85681324,1,-0.06471408,0.784025708,0.105669697
PE O-42:9|PE O-20:3_22:6,PE,42,9,0.596064919,0.087222433,0.04009324,1.40909613,0.175581315,1,0.494770037,0.087222433,1.059371804
PE 40:2|PE 18:1_22:1,PE,40,2,1.457134521,0.005057809,0.009324009,1.284970328,0.034704391,1,0.361735046,0.005057809,2.296037593
SM 41:2;O2|SM 18:1;O2/23:1,SM,41,2,1.01398885,0.138676707,0.280963481,1.183647073,0.239391634,1,0.243238979,0.138676707,0.85799648
TG 46:1|TG 14:0_14:0_18:1,TG,46,1,0.828138689,0.058555747,0.093861694,1.562736448,0.136043051,1,0.644074492,0.058555747,1.232430474
PE 38:3;O2|PE 20:3_18:0;O2,PE,38,3,0.25866574,0.870269084,0.535819736,0.979811788,0.914670568,1,-0.029423446,0.870269084,0.060346445
PC 37:2|PC 19:0_18:2,PC,37,2,1.385126638,0.004301605,0.005905206,1.641359185,0.030972927,1,0.714890984,0.004301605,2.366369503
PE 40:1|PE 22:0_18:1,PE,40,1,1.167483116,0.039650652,0.072105672,1.205422534,0.106308472,1,0.269538939,0.039650652,1.40174967
CL 82:0|CL 18:0_18:0_18:0_28:0,CL,82,0,0.907140059,0.077199324,0.072105672,1.14899125,0.162829973,1,0.200367812,0.077199324,1.112386505
SM 41:1;O2|SM 18:1;O2/23:0,SM,41,1,0.601869074,0.344279296,0.396891997,1.120880616,0.469161202,1,0.164632626,0.344279296,0.463089093
PE O-42:7|PE O-20:3_22:4,PE,42,7,0.737792427,0.123118001,0.189277389,1.168285014,0.2208619,1,0.224392276,0.123118001,0.909678445
PC O-39:7|PC O-22:3_17:4,PC,39,7,0.477167386,0.806148479,1,1.046124208,0.869458568,1,0.065054155,0.806148479,0.093584961
TG 47:3|TG 15:1_16:1_16:1,TG,47,3,1.241117786,0.000160685,0.0003108,3.623108675,0.005657095,0.384149184,1.85722808,0.000160685,3.794025611
PE 40:6;O|PE 18:0_22:6;O,PE,40,6,0.749719367,0.019962172,0.009324009,1.661513615,0.070634674,1,0.732498115,0.019962172,1.699792201
TG 47:2|TG 14:0_15:0_18:2,TG,47,2,1.618517136,3.71852E-05,0.0003108,2.852389998,0.002872553,0.384149184,1.51217125,3.71852E-05,4.429630415
PC O-39:5|PC O-15:1_24:4,PC,39,5,0.523068141,0.258142982,0.280963481,0.924047909,0.381656371,1,-0.113960442,0.258142982,0.588139677
TG 47:1|TG 15:0_16:0_16:1,TG,47,1,1.649058381,5.06661E-06,0.0003108,2.599897335,0.00083282,0.384149184,1.378454655,5.06661E-06,5.295282227
SM 42:4;O2|SM 17:3;O2/25:1,SM,42,4,0.549865547,0.57684571,0.612587413,1.049815125,0.688192025,1,0.070135288,0.57684571,0.238940333
TG 47:0|TG 15:0_16:0_16:0,TG,47,0,1.185608391,0.016700251,0.013986014,1.806283175,0.063426431,1,0.853024085,0.016700251,1.777277013
TG 47:0|TG 14:0_16:0_17:0,TG,47,0,0.644637864,0.484204297,0.231857032,1.438059766,0.597281947,1,0.524123635,0.484204297,0.314971361
SM 42:3;O2|SM 18:1;O2/24:2,SM,42,3,0.570953412,0.617499169,0.396891997,1.043499765,0.722581205,1,0.061430275,0.617499169,0.209363623
BMP 38:6|BMP 18:2_20:4,BMP,38,6,0.688689851,0.632488897,0.151981352,1.09416013,0.73266755,1,0.129823892,0.632488897,0.198947094
SM 42:2;O2|SM 18:1;O2/24:1,SM,42,2,0.098165544,0.581481698,0.535819736,0.962190515,0.6890809,1,-0.055605518,0.581481698,0.23546395
PS 38:3,PS,38,3,0.349238822,0.753442295,1,1.017681006,0.829378308,1,0.025285417,0.753442295,0.122950004
CL 84:1|CL 18:0_24:0_24:0_18:1,CL,84,1,1.333342763,0.017329762,0.04009324,1.432842395,0.064907835,1,0.518879929,0.017329762,1.76120741
PG 40:9|PG 20:4_20:5,PG,40,9,1.274865345,0.026444269,0.023901798,1.66750427,0.08130626,1,0.737690456,0.026444269,1.577668435
CL 84:0|CL 18:0_20:0_22:0_24:0,CL,84,0,1.18640943,0.021477055,0.028904429,1.406175882,0.072927582,1,0.491777055,0.021477055,1.668025273
SM 42:1;O2,SM,42,1,0.318762002,0.269223691,0.463403263,0.894488523,0.393379076,1,-0.160865123,0.269223691,0.569886726
SM 42:1;O2|SM 18:1;O2/24:0,SM,42,1,1.131781621,0.081552584,0.093861694,1.147426258,0.168842536,1,0.198401438,0.081552584,1.088562272
PG 38:4,PG,38,4,0.01897678,0.838942868,0.778865579,0.967280249,0.891205855,1,-0.047994154,0.838942868,0.076267613
TG 48:4|TG 14:1_16:1_18:2,TG,48,4,1.584057799,0.001999975,0.0003108,3.218077559,0.021495388,0.384149184,1.686199097,0.001999975,2.698975342
PG 40:8|PG 18:2_22:6,PG,40,8,0.759780799,0.034783326,0.028904429,1.641979989,0.097047835,1,0.715436545,0.034783326,1.458628893
SM 43:7;O2|SM 17:3;O2/26:4,SM,43,7,0.711354734,0.124791138,0.072105672,1.287286274,0.222892842,1,0.364332924,0.124791138,0.903816254
CL 86:11|CL 26:0_18:1_20:4_22:6,CL,86,11,0.688375765,0.292510059,0.189277389,1.176304046,0.420887581,1,0.23426101,0.292510059,0.533859195
CL 85:4|CL 17:0_18:0_28:0_22:4,CL,85,4,1.229313304,0.022353214,0.020512821,1.36595968,0.074381003,1,0.449914899,0.022353214,1.650660025
PC O-40:7,PC,40,7,0.346427262,0.854524361,0.396891997,1.035216871,0.9027283,1,0.049933034,0.854524361,0.068275552
TG 48:3|TG 14:0_16:1_18:2,TG,48,3,1.47896567,0.000582349,0.0003108,2.828388094,0.010749948,0.384149184,1.499980091,0.000582349,3.234816951
PG 40:7|PG 18:1_22:6,PG,40,7,0.845132029,0.285537884,0.280963481,1.197608437,0.412777572,1,0.26015629,0.285537884,0.544336263
SM 43:6;O2|SM 17:0;O2/26:6,SM,43,6,1.187162159,0.031307156,0.082305182,0.402336586,0.090553568,1,-1.313525159,0.031307156,1.504356384
PE 42:5|PE 22:1_20:4,PE,42,5,1.243236017,0.021892866,0.054079254,1.222886644,0.073731832,1,0.290290679,0.021892866,1.659697384
PC O-40:6,PC,40,6,0.55804777,0.849601128,0.535819736,1.041739927,0.899064208,1,0.058995149,0.849601128,0.07078492
TG 48:2|TG 14:0_16:0_18:2,TG,48,2,1.441966366,0.00046318,0.000621601,2.345805041,0.010408926,0.768298368,1.230083116,0.00046318,3.334249851
PI 34:8,PI,34,8,1.667800972,0.000402533,0.0003108,0.634118087,0.009465908,0.384149184,-0.657176567,0.000402533,3.395198397
PG 40:6|PG 18:0_22:6,PG,40,6,0.08559517,0.750303975,0.396891997,0.961477468,0.828753988,1,-0.056675046,0.750303975,0.124762753
PG 40:6|PG 18:2_22:4,PG,40,6,0.825629398,0.465389404,0.335664336,1.155602211,0.582207797,1,0.208644869,0.465389404,0.332183509
PG 40:6|PG 18:1_22:5,PG,40,6,0.781340056,0.314921579,0.335664336,1.218979028,0.438323043,1,0.285673305,0.314921579,0.501797579
TG 48:4|TG 16:0_16:0_16:4,TG,48,4,1.127338238,0.001255556,0.0003108,2.847986606,0.016165279,0.384149184,1.509942361,0.001255556,2.901164045
PE 40:6;O2|PE 22:6_18:0;O2,PE,40,6,0.40809336,0.865424134,0.778865579,1.027671024,0.911904714,1,0.039378506,0.865424134,0.062770998
PE 42:4|PE 22:0_20:4,PE,42,4,0.989369879,0.089982091,0.072105672,1.164054994,0.179025826,1,0.219159218,0.089982091,1.045843917
PE 42:4|PE 18:0_24:4,PE,42,4,0.790310526,0.251578331,0.280963481,1.145195645,0.374012037,1,0.195594089,0.251578331,0.599326768
PC O-40:5|PC O-16:1_24:4,PC,40,5,0.836594505,0.26925461,0.054079254,1.089315983,0.393379076,1,0.123422505,0.26925461,0.569836852
TG 48:1|TG 14:0_16:0_18:1,TG,48,1,1.330112808,0.001591009,0.001243201,1.664877734,0.018870893,1,0.735416232,0.001591009,2.798327438
PG 40:5|PG 18:1_22:4,PG,40,5,0.729132519,0.364414148,0.463403263,1.135318338,0.48588553,1,0.183096879,0.364414148,0.438404771
SM 43:4;O2|SM 26:0;O2/17:4,SM,43,4,0.703163051,0.227008375,0.335664336,1.273561294,0.345119744,1,0.348868395,0.227008375,0.643958119
TG 48:3|TG 14:0_16:0_18:3,TG,48,3,1.139941119,0.00375246,0.001243201,2.052812574,0.02973103,1,1.037601912,0.00375246,2.425683917
PE 40:5;O2|PE 18:2_22:3;O2,PE,40,5,0.04082467,0.630163351,0.778865579,0.942980908,0.730898641,1,-0.084699533,0.630163351,0.200546858
CL 86:5|CL 18:0_28:0_18:1_22:4,CL,86,5,0.555727243,0.372171644,0.535819736,1.13176338,0.492789348,1,0.178572362,0.372171644,0.429256719
PC O-40:4,PC,40,4,0.594180627,0.576121523,0.335664336,1.088042793,0.688005993,1,0.121735299,0.576121523,0.2394859
TG 48:0|TG 16:0_16:0_16:0,TG,48,0,0.19230367,0.969220154,0.463403263,1.021998482,0.977594701,1,0.031393054,0.969220154,0.013577564
TG 48:0|TG 15:0_16:0_17:0,TG,48,0,0.02527209,0.93963535,0.396891997,0.960101709,0.959825862,1,-0.058740848,0.93963535,0.027040653
PE 42:2|PE 18:1_24:1,PE,42,2,1.204549354,0.034987751,0.054079254,1.25247655,0.097398333,1,0.324783592,0.034987751,1.456083975
PE O-43:2|PE O-25:1_18:1,PE,43,2,1.334353649,0.009063054,0.003729604,3.721893599,0.04442925,1,1.896036812,0.009063054,2.042725441
SM 43:2;O2|SM 18:1;O2/25:1,SM,43,2,0.132049141,0.952116139,0.778865579,0.992164123,0.96698073,1,-0.011349305,0.952116139,0.021310073
PE 42:1|PE 24:0_18:1,PE,42,1,1.444261788,0.011511958,0.003729604,1.273397471,0.050999212,1,0.348682805,0.011511958,1.938850801
CL 86:0|CL 16:0_23:0_23:0_24:0,CL,86,0,0.935909786,0.192979868,0.231857032,1.09381829,0.303464526,1,0.129373091,0.192979868,0.714487995
SM 43:1;O2|SM 18:1;O2/25:0,SM,43,1,1.48404442,0.018049715,0.000621601,1.459486231,0.066007359,0.768298368,0.545460601,0.018049715,1.743529657
PC 40:8|PC 20:4_20:4,PC,40,8,1.080909259,0.051642886,0.072105672,1.311254387,0.12677628,1,0.3909476,0.051642886,1.286989498
TG 49:3|TG 15:0_16:1_18:2,TG,49,3,1.650701929,1.83728E-05,0.0003108,3.027761056,0.001828541,0.384149184,1.598251356,1.83728E-05,4.735823482
PI 34:2|PI 16:0_18:2,PI,34,2,1.099234813,0.079493827,0.072105672,1.165107367,0.166525977,1,0.220462909,0.079493827,1.099666594
TG 49:2|TG 16:0_16:1_17:1,TG,49,2,1.697878476,2.87185E-06,0.0003108,2.818180202,0.00083282,0.384149184,1.494763864,2.87185E-06,5.541838211
PMeOH 45:4|PMeOH 23:0_22:4,PMeOH,45,4,1.3506222,0.002816418,0.003729604,1.344474134,0.026573227,1,0.427042,0.002816418,2.550302873
SM 44:5;O2|SM 27:1;O2/17:4,SM,44,5,0.053476195,0.977542787,0.778865579,0.997439734,0.980827843,1,-0.003698419,0.977542787,0.009864224
PS 40:6|PS 20:3_20:3,PS,40,6,0.365703115,0.831820254,0.189277389,1.022672836,0.88861697,1,0.032344685,0.831820254,0.079970509
BMP 40:8|BMP 18:2_22:6,BMP,40,8,1.234694015,0.065320059,0.028904429,1.869347064,0.145995646,1,0.902534445,0.065320059,1.184953435
TG 49:1|TG 15:0_16:0_18:1,TG,49,1,1.687083646,2.71887E-06,0.0003108,2.311555685,0.00083282,0.384149184,1.208864117,2.71887E-06,5.56561176
SM 44:4;O2|SM 27:0;O2/17:4,SM,44,4,0.340231955,0.769211568,0.778865579,1.036015086,0.843607363,1,0.051045012,0.769211568,0.113954193
BMP 40:7|BMP 18:2_22:5,BMP,40,7,0.770877035,0.34235268,0.396891997,1.134246809,0.467050676,1,0.181734601,0.34235268,0.465526268
TG 48:1;O|TG 16:0_16:1_16:0;O,TG,48,1,1.581418483,0.011990048,0.0003108,8.036706455,0.052289917,0.384149184,3.006604388,0.011990048,1.921179094
TG 49:0|TG 16:0_16:0_17:0,TG,49,0,0.353040682,0.617578747,0.396891997,1.331922888,0.722581205,1,0.41351056,0.617578747,0.209307658
PG 42:11|PG 20:5_22:6,PG,42,11,1.056652591,0.083713728,0.093045059,1.713156789,0.171254873,1,0.776657194,0.083713728,1.077203318
SM 44:3;O2|SM 18:1;O2/26:2,SM,44,3,0.797610092,0.345523211,0.120590521,1.091756284,0.470337762,1,0.126650835,0.345523211,0.461522773
BMP 40:6|BMP 18:2_22:4,BMP,40,6,0.434304566,0.900604588,0.778865579,1.018256665,0.932284147,1,0.026101258,0.900604588,0.045465845
PS 40:4,PS,40,4,0.202132357,0.659005309,0.694327894,0.972804826,0.756998664,1,-0.039777708,0.659005309,0.181111087
TG 50:6|TG 14:1_18:2_18:3,TG,50,6,1.542983774,0.000359387,0.0003108,3.133729837,0.009303874,0.384149184,1.647880808,0.000359387,3.444437359
TG 48:0;O|TG 16:0_16:0_16:0;O,TG,48,0,1.766659107,0.003790624,0.001445781,5.409844772,0.029810411,1,2.435587199,0.003790624,2.421289343
PG 42:10|PG 20:4_22:6,PG,42,10,0.707124585,0.052591326,0.054079254,1.641603839,0.128464189,1,0.71510601,0.052591326,1.279085876
SM 44:2;O2|SM 18:1;O2/26:1,SM,44,2,1.203571052,0.074562677,0.093861694,1.15796817,0.159822487,1,0.211595598,0.074562677,1.12747851
DG 50:1,DG,50,1,1.19875656,0.017580852,0.04009324,1.638833722,0.065227946,1,0.712669484,0.017580852,1.754960091
CL 90:15|CL 26:0_20:4_22:5_22:6,CL,90,15,0.083440866,0.867206025,0.866511267,1.046679201,0.913003958,1,0.065819335,0.867206025,0.061877714
BMP 40:5|BMP 18:1_22:4,BMP,40,5,0.21724896,0.998132474,0.866511267,1.000522215,0.998940678,1,0.0007532,0.998132474,0.000811815
TG 50:5|TG 14:0_18:2_18:3,TG,50,5,1.65472665,0.000120451,0.0003108,3.319928477,0.004877314,0.384149184,1.731152161,0.000120451,3.919189232
PG 42:9|PG 20:4_22:5,PG,42,9,0.759072735,0.439044807,0.396891997,1.175098281,0.55886651,1,0.232781424,0.439044807,0.357491155
PI O-36:4|PI O-16:0_20:4,PI,36,4,1.377756974,0.012482558,0.005905206,1.379102705,0.053385611,1,0.463729902,0.012482558,1.903696412
SM 44:1;O2|SM 18:1;O2/26:0,SM,44,1,1.170674138,0.072204256,0.120590521,1.192913625,0.156021783,1,0.254489586,0.072204256,1.141437205
DG 50:0,DG,50,0,0.38877608,0.494348698,0.189277389,1.40572585,0.605564907,1,0.491315262,0.494348698,0.305966605
TG 50:4|TG 16:0_16:1_18:3,TG,50,4,1.607844117,7.28075E-06,0.0003108,2.630665517,0.000999889,0.384149184,1.395427825,7.28075E-06,5.137824097
PI 36:10,PI,36,10,0.825725784,0.103474576,0.151981352,0.833242341,0.195557455,1,-0.263191943,0.103474576,0.985166346
PG 42:8|PG 20:4_22:4,PG,42,8,0.96071673,0.240751185,0.189277389,1.249003603,0.359382204,1,0.320777638,0.240751185,0.618431567
TG 50:3|TG 16:0_16:1_18:2,TG,50,3,1.407965349,0.000604326,0.000621601,1.925333994,0.010749948,0.768298368,0.945108737,0.000604326,3.218728361
PI 36:9,PI,36,9,0.970567811,0.082764243,0.093861694,0.823245827,0.170765149,1,-0.2806048,0.082764243,1.082157255
PE 42:7;O2|PE 20:4_22:3;O2,PE,42,7,0.386422605,0.835462908,0.955089355,1.026357978,0.889746931,1,0.037534009,0.835462908,0.078072827
PE 44:5|PE 24:1_20:4,PE,44,5,1.342564815,0.005684005,0.013986014,1.302406068,0.036255954,1,0.381179326,0.005684005,2.24534555
TG 50:2|TG 16:0_16:1_18:1,TG,50,2,1.379008521,0.003639832,0.0003108,1.526914367,0.02973103,0.384149184,0.610619155,0.003639832,2.438918703
TG 50:4|TG 14:0_18:1_18:3,TG,50,4,0.849606169,0.015498003,0.003729604,1.749384359,0.06047504,1,0.8068473,0.015498003,1.809724257
PE 44:4|PE 24:0_20:4,PE,44,4,0.834657913,0.199748608,0.120590521,1.176871566,0.311335787,1,0.234956885,0.199748608,0.699516239
PC O-42:5,PC,42,5,0.763639989,0.297050324,0.280963481,1.357521895,0.423476586,1,0.440975467,0.297050324,0.52716997
TG 50:1|TG 16:0_16:0_18:1,TG,50,1,1.154925556,0.02634681,0.020512821,1.319738567,0.081208622,1,0.400252168,0.02634681,1.579271959
TG 50:3|TG 16:0_16:0_18:3,TG,50,3,0.980026968,0.038840306,0.028904429,1.403475808,0.104589582,1,0.489004196,0.038840306,1.410717358
PI 34:2,PI,34,2,1.285625417,0.038323608,0.054079254,1.193712997,0.103649845,1,0.255456012,0.038323608,1.416533612
PC 41:4,PC,41,4,0.77355289,0.192547765,0.231857032,1.167435481,0.303464526,1,0.223342821,0.192547765,0.715461518
PC O-42:4,PC,42,4,0.534264554,0.635925997,0.463403263,1.105639817,0.7359593,1,0.144881477,0.635925997,0.19659342
TG 50:0|TG 16:0_16:0_18:0,TG,50,0,0.28827544,0.838350736,0.694327894,0.908816377,0.891205855,1,-0.137939262,0.838350736,0.07657425
TG 50:2|TG 14:0_18:1_18:1,TG,50,2,0.000990913,0.905562863,0.778865579,0.987205234,0.935849246,1,-0.018578051,0.905562863,0.043081396
PI 36:5|PI 16:0_20:5,PI,36,5,1.263404592,0.020783717,0.054079254,1.3197919,0.071796505,1,0.400310469,0.020783717,1.682276781
TG 51:5|TG 15:0_18:2_18:3,TG,51,5,1.743809533,0.000274916,0.0003108,3.172954751,0.008287723,0.384149184,1.665826947,0.000274916,3.560799407
Cer 56:7;O2|Cer 18:1;O2/38:6,Cer,56,7,0.487274669,0.798129367,0.955089355,1.053999009,0.865340261,1,0.075873511,0.798129367,0.097926709
PI 36:4|PI 16:0_20:4,PI,36,4,0.742339506,0.026815754,0.005905206,1.493554889,0.081837709,1,0.578750258,0.026815754,1.571609987
PI 36:4|PI 18:2_18:2,PI,36,4,0.237264867,0.387961379,0.189277389,0.170144406,0.508505053,1,-2.555168379,0.387961379,0.411211505
SM 45:1;O2|SM 18:1;O2/27:0,SM,45,1,1.00907766,0.006252212,0.000621601,1.710237899,0.037696261,0.768298368,0.774197022,0.006252212,2.203966336
TG 51:4|TG 16:1_18:1_17:2,TG,51,4,1.683897954,7.27586E-05,0.0003108,2.96808364,0.004166564,0.384149184,1.569531747,7.27586E-05,4.138115427
PI 36:3|PI 18:1_18:2,PI,36,3,1.40868578,0.009834855,0.005905206,1.304309271,0.046574255,1,0.383285995,0.009834855,2.00723205
BMP 42:10|BMP 20:4_22:6,BMP,42,10,1.08534529,0.015754983,0.020512821,2.243408914,0.061236347,1,1.165692609,0.015754983,1.802582074
TG 51:3|TG 16:1_17:1_18:1,TG,51,3,1.667768707,7.41621E-05,0.0003108,2.591094095,0.004166564,0.384149184,1.373561408,7.41621E-05,4.12981771
PI 36:2|PI 18:1_18:1,PI,36,2,0.945872946,0.104495166,0.093861694,1.167296304,0.195746991,1,0.223170819,0.104495166,0.980903801
BMP 42:9|BMP 20:4_22:5,BMP,42,9,1.227055175,0.028410362,0.028904429,2.395222002,0.084819341,1,1.260159379,0.028410362,1.546523235
TG 50:3;O|TG 16:0_16:1_18:2;O,TG,50,3,1.721276776,0.004998267,0.0003108,4.618755073,0.034669754,0.384149184,2.207504044,0.004998267,2.301180541
TG 51:2|TG 16:0_17:0_18:2,TG,51,2,1.656518472,5.39042E-06,0.0003108,2.367145231,0.00083282,0.384149184,1.243148222,5.39042E-06,5.268377263
PI 36:1|PI 18:0_18:1,PI,36,1,0.101611771,0.658244272,0.955089355,1.040657354,0.756998664,1,0.057495126,0.658244272,0.181612911
TG 51:4|TG 15:0_18:2_18:2,TG,51,4,0.171316984,0.658825186,0.535819736,1.055697244,0.756998664,1,0.078196154,0.658825186,0.181229807
TG 50:2;O|TG 16:0_16:0_18:2;O,TG,50,2,1.678514565,0.005749326,0.0003108,3.981639606,0.036255954,0.384149184,1.993362643,0.005749326,2.240383056
TG 50:2;O|TG 16:0_18:1_16:1;O,TG,50,2,1.661175035,0.013665921,0.0003108,5.933565499,0.055930724,0.384149184,2.568899286,0.013665921,1.864361087
TG 51:1|TG 16:0_17:0_18:1,TG,51,1,1.379025089,0.001863198,0.002175602,1.867794168,0.020395814,1,0.901335478,0.001863198,2.729740983
PG 44:12|PG 22:6_22:6,PG,44,12,1.012343202,0.181420513,0.147648589,1.391787338,0.294709722,1,0.476938787,0.181420513,0.741313611
TG 51:3|TG 17:1_17:1_17:1,TG,51,3,1.216715046,0.001864666,0.005905206,2.28965437,0.020395814,1,1.195129836,0.001864666,2.729398989
TG 52:7|TG 18:2_18:2_16:3,TG,52,7,1.562586475,0.000618492,0.001243201,2.120307225,0.010749948,1,1.084273321,0.000618492,3.208665909
TG 50:1;O|TG 16:0_16:0_18:1;O,TG,50,1,1.609662465,0.020191212,0.0003108,6.342190163,0.070898686,0.384149184,2.664981136,0.020191212,1.694837618
TG 51:0|TG 16:0_17:0_18:0,TG,51,0,0.01993289,0.954241324,0.463403263,1.035305305,0.967549038,1,0.050056273,0.954241324,0.02034178
PG 44:11|PG 22:5_22:6,PG,44,11,0.677359193,0.371473774,0.396891997,1.331579008,0.492641185,1,0.413138033,0.371473774,0.430071842
PI O-38:6|PI O-16:0_22:6,PI,38,6,1.195139148,0.031921369,0.028904429,1.337678024,0.091330583,1,0.419730905,0.031921369,1.495918495
TG 51:2|TG 15:0_17:1_19:1,TG,51,2,1.359617605,0.00090621,0.0003108,2.04585814,0.013659451,0.384149184,1.032706112,0.00090621,3.042771381
DG 52:2,DG,52,2,0.986991253,0.039640001,0.054079254,1.826818252,0.106308472,1,0.869333109,0.039640001,1.401866345
TG 52:6|TG 16:1_18:2_18:3,TG,52,6,1.6898887,2.00816E-05,0.0003108,2.583896177,0.001828541,0.384149184,1.369548102,2.00816E-05,4.697202456
PG 44:10|PG 22:4_22:6,PG,44,10,0.82294677,0.090228773,0.093861694,1.506252289,0.179025826,1,0.590963434,0.090228773,1.044654946
PI O-38:5|PI O-16:0_22:5,PI,38,5,1.42050068,0.007960969,0.020512821,1.296788016,0.042050248,1,0.374942663,0.007960969,2.099034054
TG 51:1|TG 16:0_16:0_19:1,TG,51,1,1.084583012,0.012458287,0.020512821,1.826153671,0.053385611,1,0.868808173,0.012458287,1.904541678
DG 52:1,DG,52,1,1.352903986,0.000891445,0.001243201,2.613096835,0.013602798,1,1.385760588,0.000891445,3.049905204
TG 52:5|TG 16:0_18:2_18:3,TG,52,5,1.584159412,3.23564E-05,0.0003108,2.121711762,0.002666163,0.384149184,1.085228677,3.23564E-05,4.490040441
PI 37:4|PI 17:0_20:4,PI,37,4,1.079317428,0.003691682,0.013986014,1.977619019,0.02973103,1,0.983764523,0.003691682,2.432775697
PG 44:9|PG 22:4_22:5,PG,44,9,1.123886434,0.041606852,0.04009324,1.702329728,0.110217788,1,0.767510503,0.041606852,1.380835143
PI O-38:4|PI O-16:0_22:4,PI,38,4,0.831624701,0.177578452,0.280963481,1.232950446,0.290187224,1,0.302114817,0.177578452,0.750609733
CL 92:0|CL 18:0_24:0_25:0_25:0,CL,92,0,0.921976935,0.199069138,0.151981352,1.163156779,0.311061258,1,0.218045567,0.199069138,0.700996063
TG 51:0|TG 17:0_17:0_17:0,TG,51,0,0.464039881,0.97130946,0.280963481,1.029438573,0.978069181,1,0.041857746,0.97130946,0.012642381
DG 52:0,DG,52,0,0.24082168,0.578357231,0.417470854,1.307965993,0.688192025,1,0.387325032,0.578357231,0.23780383
TG 52:4|TG 16:1_18:1_18:2,TG,52,4,1.552212126,0.000236584,0.0003108,1.716168119,0.007497893,0.384149184,0.779190889,0.000236584,3.626014609
TG 52:6|TG 16:0_18:3_18:3,TG,52,6,1.427190098,0.000495303,0.001243201,2.100831608,0.010634289,1,1.070960527,0.000495303,3.305129405
PI 36:5,PI,36,5,0.801951687,0.341674596,0.231857032,1.121528778,0.466640664,1,0.16546664,0.341674596,0.46638731
TG 52:3|TG 16:0_18:1_18:2,TG,52,3,1.458915344,0.004519127,0.001243201,1.431007584,0.031917951,1,0.517031318,0.004519127,2.344945424
TG 52:5|TG 16:1_18:1_18:3,TG,52,5,1.047936139,0.032078527,0.002175602,1.474419356,0.091568267,1,0.560146915,0.032078527,1.493785578
PI 36:4,PI,36,4,1.089908639,0.019807798,0.003729604,2.073362922,0.070599478,1,1.051972668,0.019807798,1.703163793
TG 52:2|TG 16:0_18:0_18:2,TG,52,2,1.26374365,0.017885598,0.020512821,1.371121387,0.065989847,1,0.455356301,0.017885598,1.747496544
TG 52:4|TG 16:0_16:0_20:4,TG,52,4,0.251415621,0.784868382,0.955089355,1.036042533,0.856876831,1,0.051083232,0.784868382,0.105203166
PI 36:3,PI,36,3,0.669393857,0.440370914,0.120590521,1.105565699,0.559977829,1,0.144784761,0.440370914,0.356181374
TG 52:1|TG 16:0_18:0_18:1,TG,52,1,0.881073838,0.190164332,0.120590521,1.277657442,0.302111972,1,0.353501082,0.190164332,0.720870938
PI 38:7|PI 18:3_20:4,PI,38,7,1.074634482,0.114917884,0.120590521,1.263825689,0.209584488,1,0.337797496,0.114917884,0.939612381
TG 52:3|TG 16:0_16:0_20:3,TG,52,3,0.182037452,0.852850279,0.778865579,0.987111451,0.901730492,1,-0.018715112,0.852850279,0.069127204
PI 36:2,PI,36,2,0.127218828,0.95126437,0.612587413,0.993068074,0.966910165,1,-0.010035478,0.95126437,0.02169877
TG 52:0|TG 16:0_18:0_18:0,TG,52,0,0.526766873,0.40606386,0.778865579,0.602113705,0.52554443,1,-0.731892139,0.40606386,0.391405662
PI 37:7;O|PI 22:6_15:1;O,PI,37,7,1.424712201,0.007638301,0.005905206,0.797763598,0.040978247,1,-0.3259668,0.007638301,2.117003224
PI 38:6|PI 16:0_22:6,PI,38,6,1.101841986,0.01497164,0.005905206,1.544712381,0.059310728,1,0.62733824,0.01497164,1.824730623
