NO,INCHIKEY,Ontology,Platform,,,,,,,,,,,,
998,GUBGYTABKSRVRQ-QRZGKKJRSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives,,,,,,,,Dicarboxylic acids and derivatives
999,GUBGYTABKSRVRQ-QUYVBRFLSA-N,Organooxygen compounds,Metabolomics,Benzenoids,Phenols,Benzenediols,Resorcinols,,,,,,,,Resorcinols
1000,GUBGYTABKSRVRQ-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Aspartic acid and derivatives
1001,GVJHHUAWPYXKBD-IEOSBIPESA-N,Prenol lipids,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Amino acids and derivatives
1002,GXIURPTVHJPJLF-UWTATZPHSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Beta amino acids and derivatives
1003,GZCGUPFRVQAUEE-KAZBKCHUSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,,,,,,,,Beta hydroxy acids and derivatives
1004,GZCGUPFRVQAUEE-KVTDHHQDSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,,,,,,,,Gamma butyrolactones
1005,GZOOLXWQKURRPU-UHFFFAOYSA-N,Pyridines and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1006,HDYANYHVCAPMJV-LXQIFKJMSA-N,Pyrimidine nucleotides,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,L-alpha-amino acids
1007,HEBKCHPVOIAQTA-QWWZWVQMSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Diazinanes,Piperazines,Pyridinylpiperazines,,,,,,,,"5-piperazinylimidazo[1,2-a]pyridines"
1008,HEBKCHPVOIAQTA-SCDXWVJYSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1009,HFDVRLIODXPAHB-UHFFFAOYSA-N,Unsaturated hydrocarbons,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alpha amino acids
1010,HHDDCCUIIUWNGJ-UHFFFAOYSA-N,Hydroxy acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1011,HVYWMOMLDIMFJA-DPAQBDIFSA-N,Steroids and steroid derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1012,HWXBTNAVRSUOJR-UHFFFAOYSA-N,Hydroxy acids and derivatives,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Beta hydroxy acids and derivatives,Beta hydroxy acids and derivatives,,,,,,,,Beta hydroxy acids and derivatives
1013,HXEACLLIILLPRG-YFKPBYRVSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,,,,,,,,Sugar alcohols
1014,HXXFSFRBOHSIMQ-RWOPYEJCSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,Pyridinecarboxamides,,,,,,,,Nicotimides
1015,HXXFSFRBOHSIMQ-VFUOTHLCSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,,,,,,,,Sugar alcohols
1016,HZAXFHJVJLSVMW-UHFFFAOYSA-N,Organonitrogen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,N-acyl-L-alpha-amino acids
1017,IBPDKUYWDGDBQW-UHFFFAOYSA-N,Glycerophospholipids,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Asparagine and derivatives
1018,IERHLVCPSMICTF-UHFFFAOYSA-N,Pyrimidine nucleotides,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Aspartic acid and derivatives
1019,IERHLVCPSMICTF-XVFCMESISA-N,Pyrimidine nucleotides,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Methionine and derivatives
1020,INAPMGSXUVUWAF-GFWFORPUSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Proline and derivatives
1021,IPCSVZSSVZVIGE-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alpha amino acids and derivatives
1022,ISAKRJDGNUQOIC-UHFFFAOYSA-N,Diazines,Metabolomics,Organoheterocyclic compounds,Diazines,Pyrimidines and pyrimidine derivatives,Pyrimidones,,,,,,,,Pyrimidones
1023,ISYWECDDZWTKFF-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Gamma amino acids and derivatives
1024,JAZBEHYOTPTENJ-JLNKQSITSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,L-alpha-amino acids
1025,JCQLYHFGKNRPGE-FCVZTGTOSA-N,Organooxygen compounds,Metabolomics,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,,,,,,,,Alkanes
1026,JINBYESILADKFW-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
1027,JJIHLJJYMXLCOY-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Cysteine and derivatives
1028,JPIJQSOTBSSVTP-GBXIJSLDSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Amino acids and derivatives
1029,JPIJQSOTBSSVTP-PWNYCUMCSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Amino acids and derivatives
1030,JVTAAEKCZFNVCJ-UHFFFAOYSA-N,Hydroxy acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Amino acids and derivatives
1031,KBPLFHHGFOOTCA-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Phenylalanine and derivatives
1032,KDXKERNSBIXSRK-YFKPBYRVSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Hydroxy acids and derivatives,Short-chain hydroxy acids and derivatives,Short-chain hydroxy acids and derivatives,,,,,,,,Short-chain hydroxy acids and derivatives
1033,KDYFGRWQOYBRFD-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Amino acids and derivatives
1034,KEMQGTRYUADPNZ-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Fatty alcohols,,,,,,,,Fatty alcohols
1035,KFGOFTHODYBSGM-ZUNNJUQCSA-N,Fatty Acyls,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,,,,,,Secondary alcohols
1036,KHPXUQMNIQBQEV-UHFFFAOYSA-N,Keto acids and derivatives,Metabolomics,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,Glycerophosphates,,,,,,,,Glycerophosphates
1037,KIDHWZJUCRJVML-UHFFFAOYSA-N,Organonitrogen compounds,Metabolomics,Organic acids and derivatives,Sulfinic acids and derivatives,Sulfinic acids,Sulfinic acids,,,,,,,,Sulfinic acids
1038,KRKNYBCHXYNGOX-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Amino fatty acids,,,,,,,,Amino fatty acids
1039,KWMLJOLKUYYJFJ-VFUOTHLCSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,L-alpha-amino acids
1040,KZSNJWFQEVHDMF-BYPYZUCNSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Glutamic acid and derivatives
1041,LCQLHJZYVOQKHU-VKHMYHEASA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
1042,LEHOTFFKMJEONL-UHFFFAOYSA-N,Imidazopyrimidines,Metabolomics,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,,,,,,,,Hydroxybenzoic acid derivatives
1043,LFTYTUAZOPRMMI-CFRASDGPSA-N,Pyrimidine nucleotides,Metabolomics,Organoheterocyclic compounds,Lactones,Delta valerolactones,Delta valerolactones,,,,,,,,Delta valerolactones
1044,LRFVTYWOQMYALW-UHFFFAOYSA-N,Imidazopyrimidines,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1045,LXRUAYBIUSUULX-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1046,MEFKEPWMEQBLKI-AIRLBKTGSA-N,5'-deoxyribonucleosides,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,,,,,,,,Medium-chain fatty acids
1047,MRWXACSTFXYYMV-FDDDBJFASA-N,Purine nucleosides,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1048,MSWZFWKMSRAUBD-QZABAPFNSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1049,MTCFGRXMJLQNBG-REOHCLBHSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1050,MTCFGRXMJLQNBG-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1051,MUBZPKHOEPUJKR-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Pentoses
1052,NBIIXXVUZAFLBC-UHFFFAOYSA-N,Non-metal oxoanionic compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Asparagine and derivatives
1053,NBSCHQHZLSJFNQ-SVZMEOIVSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1054,NDJKXXJCMXVBJW-UHFFFAOYSA-N,Saturated hydrocarbons,Metabolomics,Organic acids and derivatives,Organic sulfonic acids and derivatives,Organosulfonic acids and derivatives,Organosulfonic acids,,,,,,,,Organosulfonic acids
1055,NFWKVWVWBFBAOV-UHFFFAOYSA-N,Prenol lipids,Metabolomics,Lipids and lipid-like molecules,Prenol lipids,Sesquiterpenoids,Sesquiterpenoids,,,,,,,,Sesquiterpenoids
1056,NYHBQMYGNKIUIF-UUOKFMHZSA-N,Purine nucleosides,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,,,,,,,,Sugar alcohols
1057,ODHCTXKNWHHXJC-VKHMYHEASA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,,,,,,,,Sugar alcohols
1058,ODKSFYDXXFIFQN-BYPYZUCNSA-N,Carboxylic acids and derivatives,Metabolomics,Organoheterocyclic compounds,Oxepanes,,Oxepanes,,,,,,,,Oxepanes
1059,OFOBLEOULBTSOW-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1060,OIRDTQYFTABQOQ-KQYNXXCUSA-N,Purine nucleosides,Metabolomics,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,,,,,,,,Alkanes
1061,OIVLITBTBDPEFK-UHFFFAOYSA-N,Diazines,Metabolomics,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,Glycerophosphates,,,,,,,,Glycerophosphates
1062,ONIBWKKTOPOVIA-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,,,,,,,,Sugar alcohols
1063,OSJPPGNTCRNQQC-UWTATZPHSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1064,OUYCCCASQSFEME-QMMMGPOBSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1065,OUYCCCASQSFEME-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Hydrocarbons,Unsaturated hydrocarbons,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons,,,,,,,,Unsaturated aliphatic hydrocarbons
1066,OVRNDRQMDRJTHS-FMDGEEDCSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,,,,,,,,Gamma butyrolactones
1067,OVRNDRQMDRJTHS-KEWYIRBNSA-N,Organooxygen compounds,Metabolomics,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine nucleotide sugars,Pyrimidine nucleotide sugars,,,,,,,,Pyrimidine nucleotide sugars
1068,OYHQOLUKZRVURQ-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,,,,,,,,Monoalkylamines
1069,PEDCQBHIVMGVHV-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,L-alpha-amino acids
1070,PHIQHXFUZVPYII-UHFFFAOYSA-N,Organonitrogen compounds,Metabolomics,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates,Glycerophosphates,,,,,,,,Glycerophosphates
1071,PHIQHXFUZVPYII-ZCFIWIBFSA-N,Organonitrogen compounds,Metabolomics,Lipids and lipid-like molecules,Glycerolipids,Monoradylglycerols,Monoalkylglycerols,,,,,,,,Monoalkylglycerols
1072,PMMYEEVYMWASQN-DMTCNVIQSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1073,PNNNRSAQSRJVSB-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharide phosphates
1074,POULHZVOKOAJMA-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
1075,PPQRONHOSHZGFQ-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
1076,PTJWIQPHWPFNBW-GBNDHIKLSA-N,Nucleoside and nucleotide analogues,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1077,PYMYPHUHKUWMLA-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Organic phosphoric acids and derivatives,Phosphate esters,Phosphoethanolamines,,,,,,,,Phosphoethanolamines
1078,PYMYPHUHKUWMLA-VPENINKCSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Alpha amino acids
1079,PZDOWFGHCNHPQD-VNNZMYODSA-N,Fatty Acyls,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Cyclic alcohols and derivatives,,,,,,,,Shikimic acids and derivatves
1080,QAOWNCQODCNURD-UHFFFAOYSA-N,Non-metal oxoanionic compounds,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Medium-chain fatty acids,,,,,,,,Medium-chain fatty acids
1081,QHZLMUACJMDIAE-UHFFFAOYSA-N,Glycerolipids,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
1082,QIQXTHQIDYTFRH-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives,,,,,,,,Tricarboxylic acids and derivatives
1083,QXKAIJAYHKCRRA-BXXZVTAOSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1084,QXKAIJAYHKCRRA-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,Purinones,,,,,,,,Hypoxanthines
1085,QNAYBMKLOCPYGJ-REOHCLBHSA-N,Carboxylic acids and derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,,,,,,,,Dipeptides
1086,QYIXCDOBOSTCEI-QCYZZNICSA-N,Steroids and steroid derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Hydroxy fatty acids,,,,,,,,Hydroxy fatty acids
1087,QZAYGJVTTNCVMB-UHFFFAOYSA-N,Indoles and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,,,,,,Cyclohexanols
1088,QZZGJDVWLFXDLK-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine nucleotide sugars,Pyrimidine nucleotide sugars,,,,,,,,Pyrimidine nucleotide sugars
1089,RBNPOMFGQQGHHO-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,,,,,,,,O-glycosyl compounds
1090,RGHNJXZEOKUKBD-MGCNEYSASA-N,Hydroxy acids and derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,,,,,,,,Fatty acyl glycosides of mono- and disaccharides
1091,RGHNJXZEOKUKBD-QTBDOELSSA-N,Hydroxy acids and derivatives,Metabolomics,Organoheterocyclic compounds,Oxepanes,,Oxepanes,,,,,,,,Monosaccharides
1092,RHKKZBWRNHGJEZ-VRPWFDPXSA-N,Organooxygen compounds,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Long-chain fatty acids,,,,,,,,Long-chain fatty acids
1093,RUDATBOHQWOJDD-BSWAIDMHSA-N,Steroids and steroid derivatives,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Peptides,,,,,,,,Dipeptides
1094,RWQNBRDOKXIBIV-UHFFFAOYSA-N,Diazines,Metabolomics,Organic nitrogen compounds,Organonitrogen compounds,Amines,Primary amines,,,,,,,,Monoalkylamines
1095,RWSXRVCMGQZWBV-WDSKDSINSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1096,RXKJFZQQPQGTFL-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1097,SECPZKHBENQXJG-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Glycosyl compounds,,,,,,,,C-glycosyl compounds
1098,SGMJBNSHAZVGMC-PWNYCUMCSA-N,Lactones,Metabolomics,Organoheterocyclic compounds,Imidazopyrimidines,Purines and purine derivatives,6-aminopurines,,,,,,,,6-aminopurines
1099,SGNBVLSWZMBQTH-PODYLUTMSA-N,Steroids and steroid derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1100,SJZRECIVHVDYJC-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1101,SLXKOJJOQWFEFD-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Monosaccharides
1102,SQVRNKJHWKZAKO-LUWBGTNYSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1103,SRBFZHDQGSBBOR-AEQNFAKKSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Tyrosine and derivatives
1104,SRBFZHDQGSBBOR-LECHCGJUSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1105,SRBFZHDQGSBBOR-ZRMNMSDTSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1106,SUHOOTKUPISOBE-UHFFFAOYSA-N,Organic phosphoric acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Sugar acids and derivatives
1107,SXQFCVDSOLSHOQ-UHFFFAOYSA-N,Organooxygen compounds,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,D-alpha-amino acids
1108,TUNFSRHWOTWDNC-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organoheterocyclic compounds,Lactones,Gamma butyrolactones,Gamma butyrolactones,,,,,,,,Gamma butyrolactones
1109,TWNIBLMWSKIRAT-VFUOTHLCSA-N,Oxepanes,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar acids and derivatives,,,,,,,,Glucuronic acid derivatives
1110,UBORTCNDUKBEOP-UUOKFMHZSA-N,Purine nucleosides,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Sugar alcohols,,,,,,,,Sugar alcohols
1111,UBQKCCHYAOITMY-UHFFFAOYSA-N,Pyridines and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1112,UCMIRNVEIXFBKS-UHFFFAOYSA-N,Carboxylic acids and derivatives,Metabolomics,Organoheterocyclic compounds,Oxepanes,,Oxepanes,,,,,,,,Oxepanes
1113,UDMBCSSLTHHNCD-KQYNXXCUSA-N,Purine nucleotides,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Monosaccharides,,,,,,,,Hexoses
1114,UFYGCFHQAXXBCF-UHFFFAOYSA-N,Hydroxy acids and derivatives,Metabolomics,Lipids and lipid-like molecules,Fatty Acyls,Fatty alcohols,Long-chain fatty alcohols,,,,,,,,Long-chain fatty alcohols
1115,UGQMRVRMYYASKQ-KQYNXXCUSA-N,Purine nucleosides,Metabolomics,Hydrocarbons,Saturated hydrocarbons,Alkanes,Alkanes,,,,,,,,Alkanes
1116,UIUJIQZEACWQSV-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Benzenoids,Phenols,Benzenediols,Catechols,,,,,,,,Catechols
1117,UKAUYVFTDYCKQA-GSVOUGTGSA-N,Carboxylic acids and derivatives,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,,,,,,Secondary alcohols
1118,UKMSUNONTOPOIO-UHFFFAOYSA-N,Fatty Acyls,Metabolomics,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Amino acids and derivatives,,,,,,,,Amino acids and derivatives
1119,UNXHWFMMPAWVPI-QWWZWVQMSA-N,Organooxygen compounds,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,,,,,,Cyclohexanols
1120,UPWGQKDVAURUGE-KTKRTIGZSA-N,Glycerolipids,Metabolomics,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,Secondary alcohols,,,,,,,,Cyclohexanols
